[2026-04-18 11:08:46] Before: 20000.0 | After: 19999.8 | Result: -0.20 | odd: 1.06x | bet: 0.2 | density(last10)=3/10
[2026-04-18 12:30:34] Before: 20000.4 | After: 20000.58 | Result: +0.18 | odd: 4.21x | bet: 0.6 | density(last10)=1/10
[2026-04-18 12:34:38] Before: 20000.58 | After: 20000.64 | Result: +0.06 | odd: 4.21x | bet: 0.2 | density(last10)=2/10
[2026-04-18 12:37:53] Before: 20000.64 | After: 20000.7 | Result: +0.06 | odd: 2.13x | bet: 0.2 | density(last10)=3/10
[2026-04-18 12:40:36] Before: 20000.7 | After: 20000.76 | Result: +0.06 | odd: 200.48x | bet: 0.2 | density(last10)=4/10
[2026-04-18 12:40:48] Before: 20000.76 | After: 20000.82 | Result: +0.06 | odd: 1.44x | bet: 0.2 | density(last10)=4/10
[2026-04-18 12:43:12] Before: 20000.82 | After: 20000.88 | Result: +0.06 | odd: 149.77x | bet: 0.2 | density(last10)=3/10
[2026-04-18 12:44:19] Before: 20000.88 | After: 20000.94 | Result: +0.06 | odd: 1.33x | bet: 0.2 | density(last10)=3/10
[2026-04-18 12:48:34] Before: 20000.94 | After: 20001.0 | Result: +0.06 | odd: 2.11x | bet: 0.2 | density(last10)=3/10
[2026-04-18 12:48:55] Before: 20001.0 | After: 20000.8 | Result: -0.20 | odd: 1.14x | bet: 0.2 | density(last10)=2/10
[2026-04-18 12:49:06] Before: 20000.8 | After: 20000.86 | Result: +0.06 | odd: 1.31x | bet: 0.6 | density(last10)=3/10
[2026-04-18 12:58:36] Before: 20000.86 | After: 20000.66 | Result: -0.20 | odd: 1.04x | bet: 0.2 | density(last10)=3/10
[2026-04-18 12:58:49] Before: 20000.66 | After: 20000.72 | Result: +0.06 | odd: 1.45x | bet: 0.6 | density(last10)=4/10
[2026-04-18 13:01:15] Before: 20000.72 | After: 20000.78 | Result: +0.06 | odd: 44.5x | bet: 0.2 | density(last10)=3/10
[2026-04-18 13:01:24] Before: 20000.78 | After: 20000.58 | Result: -0.20 | odd: 1.0x | bet: 0.2 | density(last10)=3/10
[2026-04-18 13:02:29] Before: 20000.58 | After: 19999.98 | Result: -0.60 | odd: 1.11x | bet: 0.6 | density(last10)=3/10
[2026-04-18 13:03:31] Before: 19999.98 | After: 19998.78 | Result: -1.20 | odd: 1.23x | bet: 1.2 | density(last10)=5/10
[2026-04-18 13:03:49] Before: 19998.78 | After: 19999.14 | Result: +0.36 | odd: 2.13x | bet: 2.4 | density(last10)=6/10
[2026-04-18 13:04:39] Before: 19999.14 | After: 19999.2 | Result: +0.06 | odd: 2.18x | bet: 0.2 | density(last10)=6/10
[2026-04-18 13:05:01] Before: 19999.2 | After: 19999.26 | Result: +0.06 | odd: 2.85x | bet: 0.2 | density(last10)=6/10
[2026-04-18 13:06:09] Before: 19999.26 | After: 19999.32 | Result: +0.06 | odd: 1.31x | bet: 0.2 | density(last10)=5/10
[2026-04-18 13:07:08] Before: 19999.32 | After: 19999.38 | Result: +0.06 | odd: 3.17x | bet: 0.2 | density(last10)=6/10
[2026-04-18 13:07:27] Before: 19999.38 | After: 19999.18 | Result: -0.20 | odd: 1.19x | bet: 0.2 | density(last10)=6/10
[2026-04-18 13:09:26] Before: 19999.18 | After: 19999.36 | Result: +0.18 | odd: 19.8x | bet: 0.6 | density(last10)=4/10
[2026-04-18 13:09:41] Before: 19999.36 | After: 19999.54 | Result: +0.18 | odd: 1.65x | bet: 0.2 | density(last10)=3/10
[2026-04-18 13:11:15] Before: 19999.54 | After: 19999.72 | Result: +0.18 | odd: 4.22x | bet: 0.2 | density(last10)=3/10
[2026-04-18 13:16:43] Before: 19999.72 | After: 19999.9 | Result: +0.18 | odd: 6.05x | bet: 0.2 | density(last10)=2/10
[2026-04-18 13:19:34] Before: 19999.9 | After: 19999.7 | Result: -0.20 | odd: 1.07x | bet: 0.2 | density(last10)=2/10
[2026-04-18 13:19:52] Before: 19999.7 | After: 19999.76 | Result: +0.06 | odd: 2.14x | bet: 0.6 | density(last10)=2/10
[2026-04-18 13:22:10] Before: 19999.76 | After: 19999.82 | Result: +0.06 | odd: 3.71x | bet: 0.2 | density(last10)=2/10
[2026-04-18 13:23:33] Before: 19999.82 | After: 19999.88 | Result: +0.06 | odd: 1.5x | bet: 0.2 | density(last10)=2/10
[2026-04-18 13:27:16] Before: 19999.88 | After: 19999.94 | Result: +0.06 | odd: 1.46x | bet: 0.2 | density(last10)=2/10
[2026-04-18 13:28:00] Before: 19999.94 | After: 20000.0 | Result: +0.06 | odd: 1.48x | bet: 0.2 | density(last10)=2/10
[2026-04-18 13:33:16] Before: 20000.0 | After: 19999.8 | Result: -0.20 | odd: 1.14x | bet: 0.2 | density(last10)=2/10
[2026-04-18 13:33:35] Before: 19999.8 | After: 19999.86 | Result: +0.06 | odd: 2.26x | bet: 0.6 | density(last10)=3/10
[2026-04-18 13:33:55] Before: 19999.86 | After: 19999.66 | Result: -0.20 | odd: 1.18x | bet: 0.2 | density(last10)=3/10
[2026-04-18 13:36:43] Before: 19999.66 | After: 19999.06 | Result: -0.60 | odd: 1.23x | bet: 0.6 | density(last10)=2/10
[2026-04-18 13:38:02] Before: 19999.06 | After: 19999.42 | Result: +0.36 | odd: 19.63x | bet: 1.2 | density(last10)=3/10
[2026-04-18 13:44:18] Before: 19999.42 | After: 19999.22 | Result: -0.20 | odd: 1.11x | bet: 0.2 | density(last10)=3/10
[2026-04-18 13:45:06] Before: 19999.22 | After: 19998.62 | Result: -0.60 | odd: 1.13x | bet: 0.6 | density(last10)=3/10
[2026-04-18 13:45:20] Before: 19998.62 | After: 19998.8 | Result: +0.18 | odd: 1.69x | bet: 1.2 | density(last10)=3/10
[2026-04-18 13:45:44] Before: 19998.8 | After: 19998.86 | Result: +0.06 | odd: 1.63x | bet: 0.2 | density(last10)=4/10
[2026-04-18 13:45:59] Before: 19998.86 | After: 19998.92 | Result: +0.06 | odd: 1.64x | bet: 0.2 | density(last10)=4/10
[2026-04-18 13:46:39] Before: 19998.92 | After: 19998.98 | Result: +0.06 | odd: 1.96x | bet: 0.2 | density(last10)=5/10
[2026-04-18 13:50:26] Before: 19998.98 | After: 19999.04 | Result: +0.06 | odd: 2.89x | bet: 0.2 | density(last10)=4/10
[2026-04-18 13:53:24] Before: 19999.04 | After: 19999.1 | Result: +0.06 | odd: 1.53x | bet: 0.2 | density(last10)=4/10
[2026-04-18 13:58:44] Before: 19999.1 | After: 19999.16 | Result: +0.06 | odd: 1.52x | bet: 0.2 | density(last10)=2/10
[2026-04-18 14:23:21] Before: 19999.16 | After: 19999.22 | Result: +0.06 | odd: 1.74x | bet: 0.2 | density(last10)=1/10
[2026-04-18 14:27:56] Before: 19999.22 | After: 19999.02 | Result: -0.20 | odd: 1.02x | bet: 0.2 | density(last10)=2/10
[2026-04-18 14:28:45] Before: 19999.02 | After: 19999.08 | Result: +0.06 | odd: 24.64x | bet: 0.6 | density(last10)=3/10
[2026-04-18 14:34:55] Before: 19999.08 | After: 19999.14 | Result: +0.06 | odd: 6.61x | bet: 0.2 | density(last10)=3/10
[2026-04-18 14:41:41] Before: 19999.14 | After: 19999.2 | Result: +0.06 | odd: 54.14x | bet: 0.2 | density(last10)=3/10
[2026-04-18 14:49:34] Before: 19999.2 | After: 19999.26 | Result: +0.06 | odd: 2.17x | bet: 0.2 | density(last10)=2/10
[2026-04-18 15:15:07] Before: 19999.26 | After: 20000.0 | Result: +0.74 | odd: 1.0x | bet: 0.2 | density(last10)=1/10
[2026-04-18 15:30:15] Before: 20000.0 | After: 19999.8 | Result: -0.20 | odd: 1.0x | bet: 0.2 | density(last10)=1/10
[2026-04-18 15:30:46] Before: 19999.8 | After: 19999.86 | Result: +0.06 | odd: 5.75x | bet: 0.6 | density(last10)=2/10
[2026-04-18 15:30:58] Before: 19999.86 | After: 20000.04 | Result: +0.18 | odd: 1.37x | bet: 0.2 | density(last10)=2/10
[2026-04-18 15:32:00] Before: 20000.04 | After: 20000.1 | Result: +0.06 | odd: 15.32x | bet: 0.2 | density(last10)=4/10
[2026-04-18 15:33:12] Before: 20000.1 | After: 20000.28 | Result: +0.18 | odd: 2.18x | bet: 0.2 | density(last10)=4/10
[2026-04-18 15:35:17] Before: 20000.28 | After: 20000.34 | Result: +0.06 | odd: 1.4x | bet: 0.2 | density(last10)=4/10
[2026-04-18 15:37:34] Before: 20000.34 | After: 20000.52 | Result: +0.18 | odd: 9.72x | bet: 0.2 | density(last10)=5/10
[2026-04-18 15:41:19] Before: 20000.52 | After: 20000.58 | Result: +0.06 | odd: 15.74x | bet: 0.2 | density(last10)=4/10
[2026-04-18 15:44:05] Before: 20000.58 | After: 20000.76 | Result: +0.18 | odd: 39.96x | bet: 0.2 | density(last10)=2/10
[2026-04-18 15:52:50] Before: 20000.76 | After: 20000.82 | Result: +0.06 | odd: 2.02x | bet: 0.2 | density(last10)=3/10
[2026-04-18 15:57:21] Before: 20000.82 | After: 20001.0 | Result: +0.18 | odd: 1.46x | bet: 0.2 | density(last10)=3/10
[2026-04-18 16:01:58] Before: 20001.0 | After: 20000.8 | Result: -0.20 | odd: 1.06x | bet: 0.2 | density(last10)=3/10
[2026-04-18 16:02:57] Before: 20000.8 | After: 20000.98 | Result: +0.18 | odd: 1.93x | bet: 0.6 | density(last10)=4/10
[2026-04-18 16:09:22] Before: 20000.98 | After: 20001.04 | Result: +0.06 | odd: 2.04x | bet: 0.2 | density(last10)=3/10
[2026-04-18 16:14:32] Before: 20001.04 | After: 20001.1 | Result: +0.06 | odd: 2.05x | bet: 0.2 | density(last10)=2/10
[2026-04-18 16:16:11] Before: 20001.1 | After: 20000.9 | Result: -0.20 | odd: 1.0x | bet: 0.2 | density(last10)=2/10
[2026-04-18 16:16:20] Before: 20000.9 | After: 20000.9 | Result: +0.00 | odd: 1.1x | bet: 0.6 | density(last10)=3/10
[2026-04-19 10:18:31] Before: 20000.0 | After: 20000.06 | Result: +0.06 | odd: 15.92x | bet: 0.2 | density(last10)=4/10
[2026-04-19 10:19:03] Before: 20000.06 | After: 20000.12 | Result: +0.06 | odd: 6.11x | bet: 0.2 | density(last10)=4/10
[2026-04-19 10:21:51] Before: 20000.12 | After: 20000.18 | Result: +0.06 | odd: 4.38x | bet: 0.2 | density(last10)=4/10
[2026-04-19 10:23:43] Before: 20000.18 | After: 19999.98 | Result: -0.20 | odd: 1.25x | bet: 0.2 | density(last10)=5/10
[2026-04-19 10:25:28] Before: 19999.98 | After: 20000.16 | Result: +0.18 | odd: 2.18x | bet: 0.6 | density(last10)=6/10
[2026-04-19 10:25:37] Before: 20000.16 | After: 19999.56 | Result: -0.60 | odd: 1.01x | bet: 0.2 | density(last10)=5/10
[2026-04-19 10:26:49] Before: 19999.56 | After: 19999.74 | Result: +0.18 | odd: 1.48x | bet: 0.6 | density(last10)=5/10
[2026-04-19 10:28:18] Before: 19999.74 | After: 19999.8 | Result: +0.06 | odd: 6.87x | bet: 0.2 | density(last10)=5/10
[2026-04-19 10:28:35] Before: 19999.8 | After: 19999.86 | Result: +0.06 | odd: 1.93x | bet: 0.2 | density(last10)=5/10
[2026-04-19 10:29:55] Before: 19999.86 | After: 19999.92 | Result: +0.06 | odd: 2.46x | bet: 0.2 | density(last10)=5/10
[2026-04-19 10:31:19] Before: 19999.92 | After: 19999.72 | Result: -0.20 | odd: 1.05x | bet: 0.2 | density(last10)=4/10
[2026-04-19 10:31:40] Before: 19999.72 | After: 19999.9 | Result: +0.18 | odd: 1.34x | bet: 0.6 | density(last10)=4/10
[2026-04-19 10:32:00] Before: 19999.9 | After: 19999.7 | Result: -0.20 | odd: 1.06x | bet: 0.2 | density(last10)=4/10
[2026-04-19 10:32:13] Before: 19999.7 | After: 19999.76 | Result: +0.06 | odd: 1.55x | bet: 0.6 | density(last10)=4/10
[2026-04-19 10:32:45] Before: 19999.76 | After: 19999.82 | Result: +0.06 | odd: 2.5x | bet: 0.2 | density(last10)=3/10
[2026-04-19 10:33:05] Before: 19999.82 | After: 19999.88 | Result: +0.06 | odd: 2.54x | bet: 0.2 | density(last10)=3/10
[2026-04-19 10:33:48] Before: 19999.88 | After: 19999.94 | Result: +0.06 | odd: 2.9x | bet: 0.2 | density(last10)=5/10
[2026-04-19 10:34:19] Before: 19999.94 | After: 20000.0 | Result: +0.06 | odd: 5.78x | bet: 0.2 | density(last10)=5/10
[2026-04-19 10:37:09] Before: 20000.0 | After: 20000.06 | Result: +0.06 | odd: 2.83x | bet: 0.2 | density(last10)=5/10
[2026-04-19 10:38:09] Before: 20000.06 | After: 20000.12 | Result: +0.06 | odd: 1.91x | bet: 0.2 | density(last10)=4/10
[2026-04-19 10:39:24] Before: 20000.12 | After: 20000.18 | Result: +0.06 | odd: 1.34x | bet: 0.2 | density(last10)=4/10
[2026-04-19 10:39:51] Before: 20000.18 | After: 20000.24 | Result: +0.06 | odd: 2.13x | bet: 0.2 | density(last10)=4/10
[2026-04-19 10:40:04] Before: 20000.24 | After: 20000.3 | Result: +0.06 | odd: 1.46x | bet: 0.2 | density(last10)=3/10
[2026-04-19 10:45:27] Before: 20000.3 | After: 20000.36 | Result: +0.06 | odd: 5.29x | bet: 0.2 | density(last10)=3/10
[2026-04-19 10:47:23] Before: 20000.36 | After: 20000.42 | Result: +0.06 | odd: 3.18x | bet: 0.2 | density(last10)=2/10
[2026-04-19 10:49:30] Before: 20000.42 | After: 20000.48 | Result: +0.06 | odd: 1.75x | bet: 0.2 | density(last10)=2/10
[2026-04-19 10:52:05] Before: 20000.48 | After: 20000.54 | Result: +0.06 | odd: 3.17x | bet: 0.2 | density(last10)=2/10
[2026-04-19 10:53:40] Before: 20000.54 | After: 20000.34 | Result: -0.20 | odd: 1.21x | bet: 0.2 | density(last10)=1/10
[2026-04-19 10:53:49] Before: 20000.34 | After: 20000.14 | Result: -0.20 | odd: 1.04x | bet: 0.6 | density(last10)=1/10
[2026-04-19 10:55:10] Before: 20000.14 | After: 20000.68 | Result: +0.54 | odd: 3.23x | bet: 1.8 | density(last10)=2/10
[2026-04-19 10:55:27] Before: 20000.68 | After: 20001.22 | Result: +0.54 | odd: 1.88x | bet: 0.2 | density(last10)=2/10
[2026-04-19 10:56:12] Before: 20001.22 | After: 19999.42 | Result: -1.80 | odd: 1.06x | bet: 0.2 | density(last10)=3/10
[2026-04-19 10:56:24] Before: 19999.42 | After: 19999.96 | Result: +0.54 | odd: 1.35x | bet: 0.6 | density(last10)=3/10
[2026-04-19 10:57:04] Before: 19999.96 | After: 20000.02 | Result: +0.06 | odd: 1.61x | bet: 0.2 | density(last10)=3/10
[2026-04-19 10:57:30] Before: 20000.02 | After: 20000.08 | Result: +0.06 | odd: 1.57x | bet: 0.2 | density(last10)=3/10
[2026-04-19 10:58:58] Before: 20000.08 | After: 20000.14 | Result: +0.06 | odd: 2.03x | bet: 0.2 | density(last10)=3/10
[2026-04-19 11:00:59] Before: 20000.14 | After: 20000.14 | Result: +0.00 | odd: 1.68x | bet: 0.2 | density(last10)=2/10
[2026-04-19 11:03:09] Before: 20000.14 | After: 19999.94 | Result: -0.20 | odd: 1.29x | bet: 0.2 | density(last10)=3/10
[2026-04-19 11:03:43] Before: 19999.94 | After: 20000.0 | Result: +0.06 | odd: 7.18x | bet: 0.6 | density(last10)=3/10
[2026-04-19 11:04:52] Before: 20000.0 | After: 20000.06 | Result: +0.06 | odd: 1.67x | bet: 0.2 | density(last10)=1/10
[2026-04-19 11:05:11] Before: 20000.06 | After: 20000.12 | Result: +0.06 | odd: 2.43x | bet: 0.2 | density(last10)=1/10
[2026-04-19 11:06:18] Before: 20000.12 | After: 19999.92 | Result: -0.20 | odd: 1.11x | bet: 0.2 | density(last10)=1/10
[2026-04-19 11:08:46] Before: 19999.92 | After: 20000.1 | Result: +0.18 | odd: 1.93x | bet: 0.6 | density(last10)=3/10
[2026-04-19 11:12:14] Before: 20000.1 | After: 19999.9 | Result: -0.20 | odd: 1.03x | bet: 0.2 | density(last10)=3/10
[2026-04-19 11:12:26] Before: 19999.9 | After: 19999.96 | Result: +0.06 | odd: 1.35x | bet: 0.6 | density(last10)=4/10
[2026-04-19 11:12:44] Before: 19999.96 | After: 20000.02 | Result: +0.06 | odd: 2.18x | bet: 0.2 | density(last10)=4/10
[2026-04-19 11:13:21] Before: 20000.02 | After: 19999.82 | Result: -0.20 | odd: 1.13x | bet: 0.2 | density(last10)=5/10
[2026-04-19 11:14:52] Before: 19999.82 | After: 20000.0 | Result: +0.18 | odd: 1.37x | bet: 0.6 | density(last10)=5/10
[2026-04-19 11:15:42] Before: 20000.0 | After: 19999.8 | Result: -0.20 | odd: 1.24x | bet: 0.2 | density(last10)=4/10
[2026-04-19 11:16:15] Before: 19999.8 | After: 19999.2 | Result: -0.60 | odd: 1.08x | bet: 0.6 | density(last10)=5/10
[2026-04-19 11:18:10] Before: 19999.2 | After: 19999.74 | Result: +0.54 | odd: 2.81x | bet: 1.8 | density(last10)=4/10
[2026-04-19 11:22:01] Before: 19999.74 | After: 19999.8 | Result: +0.06 | odd: 2.04x | bet: 0.2 | density(last10)=3/10
[2026-04-19 11:36:29] Before: 19999.8 | After: 19999.86 | Result: +0.06 | odd: 8.29x | bet: 0.2 | density(last10)=2/10
[2026-04-19 11:37:26] Before: 19999.86 | After: 19999.92 | Result: +0.06 | odd: 4.39x | bet: 0.2 | density(last10)=1/10
[2026-04-19 11:41:47] Before: 19999.92 | After: 19999.72 | Result: -0.20 | odd: 1.1x | bet: 0.2 | density(last10)=1/10
[2026-04-19 11:42:35] Before: 19999.72 | After: 19999.9 | Result: +0.18 | odd: 2.28x | bet: 0.6 | density(last10)=2/10
[2026-04-19 11:47:40] Before: 19999.9 | After: 19999.96 | Result: +0.06 | odd: 5.52x | bet: 0.2 | density(last10)=2/10
[2026-04-20 09:01:35] Before: 20000.0 | After: 20000.0 | Result: +0.00 | odd: 3.56x | bet: 0.2 | density(last10)=2/10
[2026-04-20 09:11:52] Before: 20000.0 | After: 20000.06 | Result: +0.06 | odd: 22.82x | bet: 0.2 | density(last10)=2/10
[2026-04-20 09:21:09] Before: 20000.06 | After: 20000.12 | Result: +0.06 | odd: 4.68x | bet: 0.2 | density(last10)=2/10
[2026-04-20 09:23:31] Before: 20000.12 | After: 20000.18 | Result: +0.06 | odd: 1.52x | bet: 0.2 | density(last10)=2/10
[2026-04-20 09:24:10] Before: 20000.18 | After: 19999.98 | Result: -0.20 | odd: 1.22x | bet: 0.2 | density(last10)=2/10
[2026-04-20 09:24:31] Before: 19999.98 | After: 19999.38 | Result: -0.60 | odd: 1.01x | bet: 0.6 | density(last10)=3/10
[2026-04-20 09:26:56] Before: 19999.38 | After: 19999.92 | Result: +0.54 | odd: 2.94x | bet: 1.8 | density(last10)=3/10
[2026-04-20 09:28:43] Before: 19999.92 | After: 20000.46 | Result: +0.54 | odd: 5.82x | bet: 1.8 | density(last10)=3/10
[2026-04-20 09:35:23] Before: 20000.46 | After: 20000.46 | Result: +0.00 | odd: 1.15x | bet: 0.2 | density(last10)=3/10
[2026-04-20 09:38:06] Before: 20000.46 | After: 20000.26 | Result: -0.20 | odd: 1.12x | bet: 0.2 | density(last10)=3/10
[2026-04-20 09:38:40] Before: 20000.26 | After: 19999.66 | Result: -0.60 | odd: 1.15x | bet: 0.6 | density(last10)=4/10
[2026-04-20 09:39:07] Before: 19999.66 | After: 20000.2 | Result: +0.54 | odd: 1.78x | bet: 1.8 | density(last10)=4/10
[2026-04-20 09:42:08] Before: 20000.2 | After: 19998.4 | Result: -1.80 | odd: 1.06x | bet: 1.8 | density(last10)=3/10
[2026-04-20 09:42:42] Before: 19998.4 | After: 20000.02 | Result: +1.62 | odd: 1.78x | bet: 5.4 | density(last10)=3/10
[2026-04-20 09:43:46] Before: 20000.02 | After: 19994.62 | Result: -5.40 | odd: 1.07x | bet: 5.4 | density(last10)=2/10
[2026-04-20 09:43:57] Before: 19994.62 | After: 19989.22 | Result: -5.40 | odd: 1.21x | bet: 16.2 | density(last10)=3/10
[2026-04-20 09:45:27] Before: 19989.22 | After: 20033.8 | Result: +44.58 | odd: 2.45x | bet: 48.6 | density(last10)=4/10
[2026-04-20 09:45:40] Before: 20033.8 | After: 20048.38 | Result: +14.58 | odd: 1.54x | bet: 0.2 | density(last10)=3/10
[2026-04-20 10:02:36] Before: 20000.0 | After: 20000.06 | Result: +0.06 | odd: 1.61x | bet: 0.2 | density(last10)=1/10
[2026-04-20 10:07:41] Before: 20000.06 | After: 19999.86 | Result: -0.20 | odd: 1.15x | bet: 0.2 | density(last10)=3/10
[2026-04-20 10:09:34] Before: 19999.86 | After: 20000.04 | Result: +0.18 | odd: 58.64x | bet: 0.6 | density(last10)=4/10
[2026-04-20 10:10:00] Before: 20000.04 | After: 20000.22 | Result: +0.18 | odd: 1.72x | bet: 0.6 | density(last10)=3/10
[2026-04-20 10:15:02] Before: 20000.22 | After: 20000.4 | Result: +0.18 | odd: 16.35x | bet: 0.6 | density(last10)=4/10
[2026-04-20 10:18:22] Before: 20000.4 | After: 20000.58 | Result: +0.18 | odd: 3.77x | bet: 0.6 | density(last10)=4/10
[2026-04-20 10:19:36] Before: 20000.58 | After: 20000.76 | Result: +0.18 | odd: 22.02x | bet: 0.6 | density(last10)=4/10
[2026-04-20 10:19:48] Before: 20000.76 | After: 20000.94 | Result: +0.18 | odd: 1.39x | bet: 0.6 | density(last10)=4/10
[2026-04-20 10:24:28] Before: 20000.94 | After: 20001.12 | Result: +0.18 | odd: 2.2x | bet: 0.6 | density(last10)=3/10
[2026-04-20 10:25:13] Before: 20001.12 | After: 20001.3 | Result: +0.18 | odd: 3.73x | bet: 0.6 | density(last10)=3/10
[2026-04-20 10:26:10] Before: 20001.3 | After: 20001.3 | Result: +0.00 | odd: 1.2x | bet: 0.6 | density(last10)=3/10
[2026-04-20 10:30:53] Before: 20001.3 | After: 20001.48 | Result: +0.18 | odd: 2.18x | bet: 0.6 | density(last10)=4/10
[2026-04-20 10:31:25] Before: 20001.48 | After: 20001.66 | Result: +0.18 | odd: 2.69x | bet: 0.6 | density(last10)=4/10
[2026-04-20 10:32:10] Before: 20001.66 | After: 20001.84 | Result: +0.18 | odd: 18.4x | bet: 0.6 | density(last10)=4/10
[2026-04-20 10:37:09] Before: 20001.84 | After: 20002.02 | Result: +0.18 | odd: 2.39x | bet: 0.6 | density(last10)=2/10
[2026-04-20 10:42:27] Before: 20002.02 | After: 20002.2 | Result: +0.18 | odd: 39.37x | bet: 0.6 | density(last10)=1/10
[2026-04-20 10:44:22] Before: 20002.2 | After: 20002.38 | Result: +0.18 | odd: 1.39x | bet: 0.6 | density(last10)=2/10
[2026-04-20 10:44:45] Before: 20002.38 | After: 20002.56 | Result: +0.18 | odd: 3.03x | bet: 0.6 | density(last10)=2/10
[2026-04-20 10:48:34] Before: 20002.56 | After: 20001.96 | Result: -0.60 | odd: 1.15x | bet: 0.6 | density(last10)=2/10
[2026-04-20 10:48:55] Before: 20001.96 | After: 20002.14 | Result: +0.18 | odd: 2.56x | bet: 1.8 | density(last10)=3/10
[2026-04-20 10:49:08] Before: 20002.14 | After: 20002.68 | Result: +0.54 | odd: 1.52x | bet: 1.8 | density(last10)=3/10
[2026-04-20 10:52:04] Before: 20002.68 | After: 20003.22 | Result: +0.54 | odd: 2.0x | bet: 1.8 | density(last10)=2/10
[2026-04-20 10:52:14] Before: 20003.22 | After: 20001.42 | Result: -1.80 | odd: 1.0x | bet: 1.8 | density(last10)=2/10
[2026-04-20 10:54:04] Before: 20001.42 | After: 20001.96 | Result: +0.54 | odd: 1.53x | bet: 1.8 | density(last10)=2/10
[2026-04-20 10:58:28] Before: 20001.96 | After: 20002.5 | Result: +0.54 | odd: 2.69x | bet: 1.8 | density(last10)=2/10
[2026-04-20 11:00:04] Before: 20002.5 | After: 20000.7 | Result: -1.80 | odd: 1.0x | bet: 1.8 | density(last10)=1/10
[2026-04-20 11:00:51] Before: 20000.7 | After: 19998.9 | Result: -1.80 | odd: 1.05x | bet: 1.8 | density(last10)=2/10
[2026-04-20 11:01:03] Before: 19998.9 | After: 19999.44 | Result: +0.54 | odd: 1.31x | bet: 1.8 | density(last10)=2/10
[2026-04-20 11:02:42] Before: 19999.44 | After: 19997.64 | Result: -1.80 | odd: 1.12x | bet: 1.8 | density(last10)=4/10
